,ByteBalance,CPU,IOBalance,diskread,diskwrite,weekend
2020-06-11 01:40:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 01:45:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 01:50:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 01:55:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 02:00:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 02:05:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 02:10:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 02:15:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 02:20:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 02:25:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 02:30:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 02:35:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 02:40:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 02:45:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 02:50:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 02:55:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 03:00:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 03:05:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 03:10:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 03:15:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 03:20:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 03:25:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 03:30:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 03:35:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 03:40:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 03:45:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 03:50:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 03:55:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 04:00:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 04:05:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 04:10:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 04:15:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 04:20:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 04:25:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 04:30:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 04:35:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 04:40:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 04:45:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 04:50:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 04:55:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 05:00:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 05:05:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 05:10:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 05:15:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 05:20:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 05:25:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 05:30:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 05:35:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 05:40:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 05:45:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 05:50:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 05:55:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 06:00:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 06:05:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 06:10:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 06:15:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 06:20:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 06:25:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 06:30:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 06:35:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 06:40:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 06:45:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 06:50:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 06:55:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 07:00:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 07:05:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 07:10:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 07:15:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 07:20:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 07:25:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 07:30:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 07:35:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 07:40:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 07:45:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 07:50:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 07:55:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 08:00:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 08:05:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 08:10:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 08:15:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 08:20:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 08:25:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 08:30:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 08:35:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 08:40:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 08:45:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 08:50:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 08:55:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 09:00:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 09:05:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 09:10:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 09:15:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 09:20:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 09:25:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 09:30:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 09:35:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 09:40:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 09:45:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 09:50:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 09:55:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 10:00:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 10:05:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 10:10:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 10:15:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 10:20:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 10:25:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 10:30:00,0.0,0.0,0.0,0.0,0.0,
2020-06-11 10:35:00,1.0,10.75,1.0,29.866577883002858,6.8285507250884,
2020-06-11 10:40:00,0.7999999999999972,10.8,1.0,0.05761073295846897,1.7748571748453572,
2020-06-11 10:45:00,1.0,14.2,1.0,3.4740061162079514,6.105172805219766,
2020-06-11 10:50:00,1.0,7.8,1.0,0.040445891289336094,1.2362111915209906,
2020-06-11 10:55:00,0.5999999999999943,7.2,1.0,0.1667159909243366,1.1665479696591787,
2020-06-11 11:00:00,1.0,6.2,1.0,0.0011837821840781297,0.589338417089881,
2020-06-11 11:05:00,1.0,7.0,1.0,0.18901055539114134,1.5944791896674515,
2020-06-11 11:10:00,1.0,8.4,1.0,0.23458616947814934,2.263743713982715,
2020-06-11 11:15:00,0.5999999999999943,7.6,1.0,0.0072999901351484655,0.9588022901784187,
2020-06-11 11:20:00,0.7999999999999972,6.4,1.0,0.003945940613593765,0.9090428459914103,
2020-06-11 11:25:00,1.0,5.8,1.0,0.002170267337476571,0.5694346394150778,
2020-06-11 11:30:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.4798676398784625,
2020-06-11 11:35:00,0.7999999999999972,6.0,1.0,0.019927000098648517,1.0010978177373757,
2020-06-11 11:40:00,1.0,5.8,1.0,0.0003945940613593765,0.619194083602086,
2020-06-11 11:45:00,0.5999999999999943,6.0,1.0,0.0005918910920390648,0.43135218179612933,
2020-06-11 11:50:00,0.7999999999999972,6.2,1.0,0.0023675643681562593,0.5196751952280693,
2020-06-11 11:55:00,0.7999999999999972,6.0,1.0,0.0003945940613593765,0.4674277788317104,
2020-06-11 12:00:00,1.0,6.2,1.0,0.0017756732761171944,1.4887403707700584,
2020-06-11 12:05:00,1.0,6.6,1.0,0.0003945940613593765,0.8766992072698546,
2020-06-11 12:10:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.4350841401101549,
2020-06-11 12:15:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.5408229590075477,
2020-06-11 12:20:00,1.0,6.0,1.0,0.0019729703067968827,0.5756545699384538,
2020-06-11 12:25:00,1.0,6.0,1.0,0.0005918910920390648,0.4935514870298898,
2020-06-11 12:30:00,1.0,6.0,1.0,0.0003945940613593765,0.5681906533104025,
2020-06-11 12:35:00,1.0,6.2,1.0,0.0023675643681562593,0.5333590423794966,
2020-06-11 12:40:00,0.7999999999999972,6.0,1.0,0.0009864851533984414,0.6627335972657186,
2020-06-11 12:45:00,0.7999999999999972,6.0,1.0,0.0003945940613593765,0.45871987609898396,
2020-06-11 12:50:00,0.5999999999999943,6.2,1.0,0.0025648613988359477,0.5644586949963769,
2020-06-11 12:55:00,1.0,6.0,1.0,0.0003945940613593765,0.46369582051768476,
2020-06-11 13:00:00,1.0,6.2,1.0,0.0005918910920390648,1.5248159678056397,
2020-06-11 13:05:00,1.0,6.0,1.0,0.0003945940613593765,0.5109672924953427,
2020-06-11 13:10:00,1.0,6.0,1.0,0.0005918910920390648,0.4500119733662575,
2020-06-11 13:15:00,1.0,5.8,1.0,0.0003945940613593765,0.4798676398784625,
2020-06-11 13:20:00,1.0,6.2,1.0,0.0023675643681562593,0.6104861808693596,
2020-06-11 13:25:00,1.0,6.0,1.0,0.0003945940613593765,0.518431209123394,
2020-06-11 13:30:00,1.0,7.2,1.0,0.003551346552234389,1.8930358547895023,
2020-06-11 13:35:00,1.0,16.0,1.0,1.1295871559633028,0.46206308875529856,
2020-06-11 13:40:00,1.0,13.8,1.0,1.7235689239240588,0.5348292077759309,
2020-06-11 13:45:00,1.0,12.4,1.0,1.8492650685607182,0.2254724814723819,
2020-06-11 13:50:00,1.0,12.0,1.0,1.5698924731182797,0.2895377658631553,
2020-06-11 13:55:00,1.0,13.0,1.0,2.6094505277695568,0.25719412714159984,
2020-06-11 14:00:00,0.7999999999999972,8.6,1.0,4.965261629955327,0.48022306447979834,
2020-06-11 14:05:00,0.7999999999999972,6.4,1.0,0.029989148663312613,1.0881768450646405,
2020-06-11 14:10:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.41642434854002675,
2020-06-11 14:15:00,0.4000000000000057,6.0,1.0,0.0003945940613593765,0.39403259865587303,
2020-06-11 14:20:00,0.5999999999999943,6.4,1.0,0.0019729703067968827,0.49852743144859063,
2020-06-11 14:25:00,0.4000000000000057,6.0,1.0,0.0005918910920390648,0.4823556120878129,
2020-06-11 14:30:00,0.5999999999999943,6.0,1.0,0.0003945940613593765,0.41144840412132594,
2020-06-11 14:35:00,0.7999999999999972,6.0,1.0,0.0011837821840781297,0.4350841401101549,
2020-06-11 14:40:00,0.5999999999999943,6.0,1.0,0.0009864851533984414,0.5731665977291033,
2020-06-11 14:45:00,0.7999999999999972,6.0,1.0,0.0003945940613593765,0.417668334644702,
2020-06-11 14:50:00,0.7999999999999972,6.6,1.0,0.01696754463845319,0.5706786255197529,
2020-06-11 14:55:00,0.7999999999999972,6.2,1.0,0.0005918910920390648,1.7250977306583486,
2020-06-11 15:00:00,0.4000000000000057,6.0,1.0,0.003156752490875012,0.6453177918002656,
2020-06-11 15:05:00,0.5999999999999943,6.4,1.0,0.006708099043109401,0.8157438881407695,
2020-06-11 15:10:00,0.4000000000000057,6.0,1.0,0.0005918910920390648,0.5159432369140435,
2020-06-11 15:15:00,0.5999999999999943,5.8,1.0,0.0005918910920390648,0.5632147088917017,
2020-06-11 15:20:00,0.4000000000000057,6.2,1.0,0.0025648613988359477,0.5258951257514453,
2020-06-11 15:25:00,0.4000000000000057,6.0,1.0,0.0005918910920390648,0.5880944309852059,
2020-06-11 15:30:00,0.7999999999999972,6.6,1.0,0.003551346552234389,0.6988091943012996,
2020-06-11 15:35:00,0.7999999999999972,6.2,1.0,0.0011837821840781297,1.7014619946695195,
2020-06-11 15:40:00,0.4000000000000057,6.0,1.0,0.0005918910920390648,0.6963212220919491,
2020-06-11 15:45:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.5408229590075477,
2020-06-11 15:50:00,0.5999999999999943,6.2,1.0,0.0019729703067968827,0.535847014588847,
2020-06-11 15:55:00,0.4000000000000057,6.0,1.0,0.000789188122718753,0.5744105838337785,
2020-06-11 16:00:00,0.7999999999999972,6.0,1.0,0.0003945940613593765,0.5209191813327445,
2020-06-11 16:05:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.5271391118561205,
2020-06-11 16:10:00,0.5999999999999943,6.0,1.0,0.0005918910920390648,0.46991575104106087,
2020-06-11 16:15:00,0.4000000000000057,6.0,1.0,0.0005918910920390648,0.4674277788317104,
2020-06-11 16:20:00,0.4000000000000057,6.2,1.0,0.0019729703067968827,0.542066945112223,
2020-06-11 16:25:00,0.5999999999999943,5.8,1.0,0.0003945940613593765,0.6390978612768895,
2020-06-11 16:30:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.5445549173215736,
2020-06-11 16:35:00,1.0,6.0,1.0,0.0011837821840781297,0.5109672924953427,
2020-06-11 16:40:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.5321150562748214,
2020-06-11 16:45:00,0.7999999999999972,6.0,1.0,0.0003945940613593765,0.49479547313456507,
2020-06-11 16:50:00,0.7999999999999972,6.2,1.0,0.002170267337476571,0.45249994557560785,
2020-06-11 16:55:00,0.5999999999999943,6.0,1.0,0.0003945940613593765,0.48359959819248816,
2020-06-11 17:00:00,0.7999999999999972,6.6,1.0,0.044983722994968924,1.879352007638075,
2020-06-11 17:05:00,0.5999999999999943,6.0,1.0,0.0003945940613593765,0.5134552647046933,
2020-06-11 17:10:00,0.7999999999999972,6.0,1.0,0.0003945940613593765,0.42264427906340274,
2020-06-11 17:15:00,1.0,6.0,1.0,0.0005918910920390648,0.4624518344130095,
2020-06-11 17:20:00,0.7999999999999972,6.2,1.0,0.0025648613988359477,0.49852743144859063,
2020-06-11 17:25:00,0.7999999999999972,6.0,1.0,0.0003945940613593765,0.5159432369140435,
2020-06-11 17:30:00,1.0,6.0,1.0,0.0003945940613593765,0.5470428895309238,
2020-06-11 17:35:00,1.0,6.2,1.0,0.001578376245437506,0.5495308617402743,
2020-06-11 17:40:00,1.0,6.0,1.0,0.0005918910920390648,0.4500119733662575,
2020-06-11 17:45:00,1.0,6.0,1.0,0.0003945940613593765,0.6067542225553341,
2020-06-11 17:50:00,1.0,6.2,1.0,0.0023675643681562593,0.46369582051768476,
2020-06-11 17:55:00,1.0,6.0,1.0,0.0005918910920390648,0.49852743144859063,
2020-06-11 18:00:00,1.0,6.0,1.0,0.0003945940613593765,0.42140029295872766,
2020-06-11 18:05:00,1.0,5.8,1.0,0.0005918910920390648,0.44752400115690694,
2020-06-11 18:10:00,1.0,6.0,1.0,0.0003945940613593765,0.3927886125511978,
2020-06-11 18:15:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.423888265168078,
2020-06-11 18:20:00,1.0,6.2,1.0,0.0023675643681562593,0.4574758899943087,
2020-06-11 18:25:00,1.0,6.0,1.0,0.0005918910920390648,0.5035033758672914,
2020-06-11 18:30:00,1.0,6.0,1.0,0.0005918910920390648,0.4189123207493772,
2020-06-11 18:35:00,1.0,6.0,1.0,0.0011837821840781297,0.542066945112223,
2020-06-11 18:40:00,1.0,6.0,1.0,0.0005918910920390648,0.44254805673820613,
2020-06-11 18:45:00,1.0,6.0,1.0,0.0005918910920390648,0.6751734583124707,
2020-06-11 18:50:00,1.0,6.0,1.0,0.002170267337476571,0.4500119733662575,
2020-06-11 18:55:00,1.0,6.0,1.0,0.0005918910920390648,0.4935514870298898,
2020-06-11 19:00:00,0.5999999999999943,6.0,1.0,0.000789188122718753,0.4350841401101549,
2020-06-11 19:05:00,1.0,6.0,1.0,0.0005918910920390648,0.4301081956914541,
2020-06-11 19:10:00,1.0,6.0,1.0,0.0005918910920390648,0.4102044180166507,
2020-06-11 19:15:00,0.7999999999999972,6.0,1.0,0.0003945940613593765,0.43135218179612933,
2020-06-11 19:20:00,1.0,6.2,1.0,0.0029594554601953243,0.4562319038896335,
2020-06-11 19:25:00,0.5999999999999943,6.0,1.0,0.0005918910920390648,0.488575542611189,
2020-06-11 19:30:00,1.0,6.0,1.0,0.0003945940613593765,0.4338401540054797,
2020-06-11 19:35:00,1.0,5.8,1.0,0.0013810792147578178,0.4972834453439154,
2020-06-11 19:40:00,1.0,6.0,1.0,0.0005918910920390648,0.4960394592392403,
2020-06-11 19:45:00,0.7999999999999972,6.0,1.0,0.000789188122718753,0.6142181391833853,
2020-06-11 19:50:00,0.7999999999999972,6.2,1.0,0.002170267337476571,0.49852743144859063,
2020-06-11 19:55:00,1.0,5.8,1.0,0.0005918910920390648,0.5134552647046933,
2020-06-11 20:00:00,1.0,9.8,1.0,1.7865246128045773,4.390959952977325,
2020-06-11 20:05:00,0.7999999999999972,6.0,1.0,0.0009864851533984414,0.5333590423794966,
2020-06-11 20:10:00,1.0,6.0,1.0,0.0005918910920390648,0.5632147088917017,
2020-06-11 20:15:00,0.7999999999999972,6.0,1.0,0.0003945940613593765,0.4873315565065138,
2020-06-11 20:20:00,0.7999999999999972,6.2,1.0,0.0027621584295156355,0.4935514870298898,
2020-06-11 20:25:00,1.0,6.0,1.0,0.0005918910920390648,0.5234071535420949,
2020-06-11 20:30:00,1.0,6.0,1.0,0.0005918910920390648,0.5582387644730008,
2020-06-11 20:35:00,1.0,5.8,1.0,0.0011837821840781297,0.49977141755326593,
2020-06-11 20:40:00,0.7999999999999972,6.0,1.0,0.0003945940613593765,0.4798676398784625,
2020-06-11 20:45:00,1.0,6.2,1.0,0.0009864851533984414,0.6092421947646843,
2020-06-11 20:50:00,1.0,6.0,1.0,0.002170267337476571,0.5159432369140435,
2020-06-11 20:55:00,0.7999999999999972,6.0,1.0,0.0009864851533984414,0.4562319038896335,
2020-06-11 21:00:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.3828367237137961,
2020-06-11 21:05:00,1.0,6.0,1.0,0.0005918910920390648,0.4126923902260012,
2020-06-11 21:10:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.4201563068540524,
2020-06-11 21:15:00,1.0,5.8,1.0,0.0005918910920390648,0.3766167931904201,
2020-06-11 21:20:00,0.7999999999999972,6.0,1.0,0.002170267337476571,0.44130407063353094,
2020-06-11 21:25:00,0.4000000000000057,5.8,1.0,0.0005918910920390648,0.4375721123195053,
2020-06-11 21:30:00,0.7999999999999972,6.0,1.0,0.0011837821840781297,0.3903006403418474,
2020-06-11 21:35:00,0.5999999999999943,6.0,1.0,0.0013810792147578178,0.4338401540054797,
2020-06-11 21:40:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.41144840412132594,
2020-06-11 21:45:00,0.7999999999999972,5.8,1.0,0.002170267337476571,0.5283830979607957,
2020-06-11 21:50:00,1.0,6.2,1.0,0.0023675643681562593,0.5632147088917017,
2020-06-11 21:55:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.46493980662236,
2020-06-11 22:00:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.39403259865587303,
2020-06-11 22:05:00,0.7999999999999972,5.8,1.0,0.0005918910920390648,0.3990085430745738,
2020-06-11 22:10:00,0.5999999999999943,5.8,1.0,0.000789188122718753,0.4039844874932746,
2020-06-11 22:15:00,1.0,6.0,1.0,0.0005918910920390648,0.370396862667044,
2020-06-11 22:20:00,0.7999999999999972,5.8,1.0,0.002170267337476571,0.4500119733662575,
2020-06-11 22:25:00,0.7999999999999972,6.0,1.0,0.000789188122718753,0.46493980662236,
2020-06-11 22:30:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.3803487515044457,
2020-06-11 22:35:00,1.0,6.0,1.0,0.01617835651573444,0.4724037232504112,
2020-06-11 22:40:00,0.5999999999999943,5.8,1.0,0.0005918910920390648,0.4400600845288558,
2020-06-11 22:45:00,1.0,6.0,1.0,0.000789188122718753,0.38159273760912094,
2020-06-11 22:50:00,0.7999999999999972,6.0,1.0,0.002170267337476571,0.6055102364506588,
2020-06-11 22:55:00,0.5999999999999943,6.0,1.0,0.0009864851533984414,0.5122112786000179,
2020-06-11 23:00:00,0.7999999999999972,5.8,1.0,0.0003945940613593765,0.39403259865587303,
2020-06-11 23:05:00,0.5999999999999943,6.0,1.0,0.000789188122718753,0.39652057086522347,
2020-06-11 23:10:00,1.0,5.8,1.0,0.0005918910920390648,0.4089604319119755,
2020-06-11 23:15:00,0.5999999999999943,6.0,1.0,0.0005918910920390648,0.36790889045769354,
2020-06-11 23:20:00,1.0,6.0,1.0,0.002170267337476571,0.45871987609898396,
2020-06-11 23:25:00,0.5999999999999943,5.8,1.0,0.0005918910920390648,0.4102044180166507,
2020-06-11 23:30:00,1.0,5.8,1.0,0.0005918910920390648,0.39403259865587303,
2020-06-11 23:35:00,0.7999999999999972,6.0,1.0,0.0013810792147578178,0.45374393168028304,
2020-06-11 23:40:00,0.5999999999999943,6.0,1.0,0.0005918910920390648,0.4064724597026251,
2020-06-11 23:45:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.43881609842418057,
2020-06-11 23:50:00,1.0,6.0,1.0,0.0023675643681562593,0.5806305143571545,
2020-06-11 23:55:00,1.0,6.0,1.0,0.0005918910920390648,0.45871987609898396,
2020-06-12 00:00:00,0.5999999999999943,6.0,1.0,0.000789188122718753,0.4437920428428814,
2020-06-12 00:05:00,1.0,5.8,1.0,0.000789188122718753,0.4400600845288558,
2020-06-12 00:10:00,1.0,5.8,1.0,0.0005918910920390648,0.3952765847605483,
2020-06-12 00:15:00,0.7999999999999972,5.8,1.0,0.000789188122718753,0.4089604319119755,
2020-06-12 00:20:00,0.7999999999999972,6.0,1.0,0.0019729703067968827,0.4686717649363856,
2020-06-12 00:25:00,1.0,5.8,1.0,0.0005918910920390648,0.45374393168028304,
2020-06-12 00:30:00,0.7999999999999972,6.0,1.0,0.0009864851533984414,0.42886420958677884,
2020-06-12 00:35:00,0.7999999999999972,6.0,1.0,0.0011837821840781297,0.4599638622036591,
2020-06-12 00:40:00,0.4000000000000057,6.0,1.0,0.0005918910920390648,0.370396862667044,
2020-06-12 00:45:00,1.0,6.0,1.0,0.000789188122718753,0.46991575104106087,
2020-06-12 00:50:00,1.0,6.0,1.0,0.0023675643681562593,0.6652215694750688,
2020-06-12 00:55:00,0.5999999999999943,6.0,1.0,0.000789188122718753,0.47364770935508643,
2020-06-12 01:00:00,1.0,8.6,1.0,0.06984314886060965,2.4018261716016633,
2020-06-12 01:05:00,1.0,9.2,1.0,0.02104501660583341,1.0070413069041573,
2020-06-12 01:10:00,1.0,9.0,1.0,0.06569991121633618,1.1864517473339822,
2020-06-12 01:15:00,0.7999999999999972,6.0,1.0,0.0005918910920390648,0.6316339446488383,
2020-06-12 01:20:00,1.0,6.0,1.0,0.0023675643681562593,0.535847014588847,
2020-06-12 01:25:00,1.0,6.0,1.0,0.0003945940613593765,0.5433109312168982,
2020-06-12 01:30:00,0.7999999999999972,6.0,1.0,0.16592680280161784,0.6104861808693596,
2020-06-12 01:35:00,1.0,6.4,1.0,0.0013810792147578178,0.8617713740137521,
2020-06-12 01:40:00,0.5999999999999943,8.2,1.0,0.016770247607773504,1.323912211900593,
2020-06-12 01:45:00,1.0,5.0,1.0,0.000789188122718753,0.5744105838337785,
2020-06-12 01:50:00,1.0,5.2,1.0,0.0023675643681562593,0.6515377223236416,
2020-06-12 01:55:00,1.0,5.0,1.0,0.0009864851533984414,0.5557507922636503,
2020-06-12 02:00:00,0.7999999999999972,5.0,1.0,0.0003945940613593765,0.4189123207493772,
2020-06-12 02:05:00,0.7999999999999972,5.6,1.0,0.000789188122718753,0.4935514870298898,
2020-06-12 02:10:00,1.0,5.0,1.0,0.000789188122718753,0.39652057086522347,
2020-06-12 02:15:00,0.7999999999999972,5.0,1.0,0.0005918910920390648,0.42762022348210366,
2020-06-12 02:20:00,1.0,5.4,1.0,0.012627009963500049,0.5607267366823512,
2020-06-12 02:25:00,0.4000000000000057,5.0,1.0,0.0005918910920390648,0.5196751952280693,
2020-06-12 02:30:00,0.5999999999999943,5.0,1.0,0.0005918910920390648,0.4437920428428814,
2020-06-12 02:35:00,0.5999999999999943,5.2,1.0,0.0013810792147578178,0.4935514870298898,
2020-06-12 02:40:00,0.5999999999999943,5.0,1.0,0.0005918910920390648,0.4102044180166507,
2020-06-12 02:45:00,1.0,5.0,1.0,0.0005918910920390648,0.45871987609898396,
2020-06-12 02:50:00,0.7999999999999972,5.2,1.0,0.002170267337476571,0.5781425421478041,
2020-06-12 02:55:00,1.0,5.0,1.0,0.0003945940613593765,0.5209191813327445,
2020-06-12 03:00:00,0.7999999999999972,5.0,1.0,0.000789188122718753,0.4450360289475566,
2020-06-12 03:05:00,0.7999999999999972,5.2,1.0,0.0005918910920390648,0.43259616790080446,
2020-06-12 03:10:00,0.7999999999999972,5.6,1.0,0.0003945940613593765,0.4624518344130095,
2020-06-12 03:15:00,0.5999999999999943,5.2,1.0,0.010456742626023478,0.5171872230187188,
2020-06-12 03:20:00,0.5999999999999943,5.2,1.0,0.0027621584295156355,0.4612078483083344,
2020-06-12 03:25:00,1.0,5.0,1.0,0.0005918910920390648,0.44752400115690694,
2020-06-12 03:30:00,1.0,5.0,1.0,0.0005918910920390648,0.42140029295872766,
2020-06-12 03:35:00,0.7999999999999972,5.2,1.0,0.0011837821840781297,0.4612078483083344,
2020-06-12 03:40:00,1.0,5.0,1.0,0.0005918910920390648,0.43135218179612933,
2020-06-12 03:45:00,0.7999999999999972,5.0,1.0,0.0005918910920390648,0.4711597371457361,
2020-06-12 03:50:00,0.7999999999999972,5.4,1.0,0.0023675643681562593,0.4549879177849583,
2020-06-12 03:55:00,0.7999999999999972,5.0,1.0,0.000789188122718753,0.6067542225553341,
2020-06-12 04:00:00,1.0,5.2,1.0,0.0005918910920390648,1.4812764541420074,
2020-06-12 04:05:00,0.7999999999999972,5.2,1.0,0.0005918910920390648,0.4661837927270352,
2020-06-12 04:10:00,0.7999999999999972,5.2,1.0,0.0005918910920390648,0.4450360289475566,
2020-06-12 04:15:00,0.5999999999999943,5.4,1.0,0.0005918910920390648,0.5209191813327445,
2020-06-12 04:20:00,1.0,5.2,1.0,0.002170267337476571,0.5059913480766419,
2020-06-12 04:25:00,1.0,5.0,1.0,0.0003945940613593765,0.49479547313456507,
2020-06-12 04:30:00,0.7999999999999972,5.0,1.0,0.000789188122718753,0.5457989034262487,
2020-06-12 04:35:00,0.7999999999999972,5.4,1.0,0.002170267337476571,0.5134552647046933,
